candidate_id,suspicion_score_10,raw_suspicion_points,reason_count,reason_codes,evidence
CAND_0012660,9.7,29,11,current_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; abrupt_career_jumps; degree_order_reversal; graduation_after_employment_start; signup_after_last_active; skills_current_role_mismatch; skills_headline_mismatch; skills_career_history_mismatch,"current_title_description_mismatch: Current title `Marketing Manager` maps to sales_marketing, but description lacks matching domain evidence: Mechanical engineering design role at a hardware-product company. Led the design of two product subsystems through full lifecycle: concept, DFM/DFMA review, prototype, production tooling. Comfortable with CAD (SolidWorks, Creo), FEA (ANSYS), and the typical hardware-development cadence. Worked closely with manufacturing partners on production scale-up. || previous_title_description_mismatch: Previous title `Civil Engineer` maps to software, but description lacks matching domain evidence: Marketing leadership role at a B2B SaaS company. Owned the demand-generation function — content marketing, paid acquisition, SEO, email nurture. Built and managed a team of 5 across content, performance marketing, and marketing operations. Worked closely with sales on lead-quality definitions and the SDR-handoff process. Recent focus has been on account-based marketing for our enterprise segment. || previous_title_description_mismatch: Previous title `Business Analyst` maps to data, but description lacks matching domain evidence: Mechanical engineering design role at a hardware-product company. Led the design of two product subsystems through full lifecycle: concept, DFM/DFMA review, prototype, production tooling. Comfortable with CAD (SolidWorks, Creo), FEA (ANSYS), and the typical hardware-development cadence. Worked closely with manufacturing partners on production scale-up. || previous_title_description_mismatch: Previous title `Customer Support` maps to support_ops, but description lacks matching domain evidence: Mechanical engineering design role at a hardware-product company. Led the design of two product subsystems through full lifecycle: concept, DFM/DFMA review, prototype, production tooling. Comfortable with CAD (SolidWorks, Creo), FEA (ANSYS), and the typical hardware-development cadence. Worked closely with manufacturing partners on production scale-up. || abrupt_career_jumps: Project Manager -> Customer Support -> Operations Manager -> Business Analyst -> Civil Engineer -> Marketing Manager || degree_order_reversal: Ph.D 2001-2006; M.E. 2016-2020 || graduation_after_employment_start: First job starts 2012-05-26, latest graduation year 2020 || signup_after_last_active: signup_date=2026-05-16, last_active_date=2026-03-26"
CAND_0021167,9.7,29,11,current_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; abrupt_career_jumps; degree_order_reversal; graduation_after_employment_start; signup_after_last_active; skills_current_role_mismatch; skills_headline_mismatch; skills_career_history_mismatch,"current_title_description_mismatch: Current title `HR Manager` maps to hr, but description lacks matching domain evidence: Customer support team lead at a SaaS product. Managed a team of 8 support agents handling tier-1 and tier-2 tickets; owned the escalation process to engineering and the customer-feedback loop to product. Built out the support knowledge base and the agent training program. Strong on the people-management side and the process side; lighter on technical depth beyond product expertise. || previous_title_description_mismatch: Previous title `Marketing Manager` maps to sales_marketing, but description lacks matching domain evidence: Senior accounting role at a mid-sized company — month-end close, financial reporting, statutory compliance (GAAP / Ind-AS), and tax filings. Owned the GL, fixed-asset register, and the audit-readiness function. Managed a team of 3 staff accountants. Built strong process discipline around the close cycle, reducing close time from 12 days to 7 over the last two years. || previous_title_description_mismatch: Previous title `Content Writer` maps to sales_marketing, but description lacks matching domain evidence: Mechanical engineering design role at a hardware-product company. Led the design of two product subsystems through full lifecycle: concept, DFM/DFMA review, prototype, production tooling. Comfortable with CAD (SolidWorks, Creo), FEA (ANSYS), and the typical hardware-development cadence. Worked closely with manufacturing partners on production scale-up. || previous_title_description_mismatch: Previous title `Civil Engineer` maps to software, but description lacks matching domain evidence: Marketing leadership role at a B2B SaaS company. Owned the demand-generation function — content marketing, paid acquisition, SEO, email nurture. Built and managed a team of 5 across content, performance marketing, and marketing operations. Worked closely with sales on lead-quality definitions and the SDR-handoff process. Recent focus has been on account-based marketing for our enterprise segment. || abrupt_career_jumps: Graphic Designer -> Civil Engineer -> Project Manager -> Project Manager -> Content Writer -> Marketing Manager -> HR Manager || degree_order_reversal: M.E. 2003-2007; B.Tech 2016-2020 || graduation_after_employment_start: First job starts 2011-10-08, latest graduation year 2020 || signup_after_last_active: signup_date=2026-05-17, last_active_date=2026-01-19"
CAND_0035825,9.7,29,11,current_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; abrupt_career_jumps; degree_order_reversal; graduation_after_employment_start; salary_min_exceeds_max; skills_current_role_mismatch; skills_headline_mismatch; skills_career_history_mismatch,"current_title_description_mismatch: Current title `Sales Executive` maps to sales_marketing, but description lacks matching domain evidence: Customer support team lead at a SaaS product. Managed a team of 8 support agents handling tier-1 and tier-2 tickets; owned the escalation process to engineering and the customer-feedback loop to product. Built out the support knowledge base and the agent training program. Strong on the people-management side and the process side; lighter on technical depth beyond product expertise. || previous_title_description_mismatch: Previous title `HR Manager` maps to hr, but description lacks matching domain evidence: Content writing and SEO strategy for a tech-focused publication. Wrote longform articles on developer tools, cloud platforms, and AI/ML topics — including some that ranked on the first page of search for high-competition keywords. Managed a freelance writer pool and the editorial calendar. Recent work has been on AI-assisted content production, using LLM tools for research, drafting, and editing while maintaining editorial quality. || previous_title_description_mismatch: Previous title `Operations Manager` maps to support_ops, but description lacks matching domain evidence: Content writing and SEO strategy for a tech-focused publication. Wrote longform articles on developer tools, cloud platforms, and AI/ML topics — including some that ranked on the first page of search for high-competition keywords. Managed a freelance writer pool and the editorial calendar. Recent work has been on AI-assisted content production, using LLM tools for research, drafting, and editing while maintaining editorial quality. || previous_title_description_mismatch: Previous title `Business Analyst` maps to data, but description lacks matching domain evidence: Enterprise sales of cloud software solutions into the mid-market segment. Carried a $1.8M ARR quota and consistently delivered against it across the last three years. Owned the full sales cycle: prospecting, discovery, technical evaluation (with SE support), commercial negotiation, and close. Strong on consultative selling for technical buyers; comfortable engaging with both engineering and finance stakeholders. || abrupt_career_jumps: Operations Manager -> Content Writer -> Business Analyst -> Operations Manager -> HR Manager -> Sales Executive || degree_order_reversal: M.E. 2007-2010; B.E. 2013-2017 || graduation_after_employment_start: First job starts 2011-09-13, latest graduation year 2017 || salary_min_exceeds_max: min=10.4, max=8.9"
CAND_0036433,9.7,29,11,current_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; abrupt_career_jumps; degree_order_reversal; graduation_after_employment_start; salary_min_exceeds_max; skills_current_role_mismatch; skills_headline_mismatch; skills_career_history_mismatch,"current_title_description_mismatch: Current title `Graphic Designer` maps to design, but description lacks matching domain evidence: Content writing and SEO strategy for a tech-focused publication. Wrote longform articles on developer tools, cloud platforms, and AI/ML topics — including some that ranked on the first page of search for high-competition keywords. Managed a freelance writer pool and the editorial calendar. Recent work has been on AI-assisted content production, using LLM tools for research, drafting, and editing while maintaining editorial quality. || previous_title_description_mismatch: Previous title `Graphic Designer` maps to design, but description lacks matching domain evidence: Enterprise sales of cloud software solutions into the mid-market segment. Carried a $1.8M ARR quota and consistently delivered against it across the last three years. Owned the full sales cycle: prospecting, discovery, technical evaluation (with SE support), commercial negotiation, and close. Strong on consultative selling for technical buyers; comfortable engaging with both engineering and finance stakeholders. || previous_title_description_mismatch: Previous title `Accountant` maps to finance, but description lacks matching domain evidence: Customer support team lead at a SaaS product. Managed a team of 8 support agents handling tier-1 and tier-2 tickets; owned the escalation process to engineering and the customer-feedback loop to product. Built out the support knowledge base and the agent training program. Strong on the people-management side and the process side; lighter on technical depth beyond product expertise. || previous_title_description_mismatch: Previous title `Customer Support` maps to support_ops, but description lacks matching domain evidence: Mechanical engineering design role at a hardware-product company. Led the design of two product subsystems through full lifecycle: concept, DFM/DFMA review, prototype, production tooling. Comfortable with CAD (SolidWorks, Creo), FEA (ANSYS), and the typical hardware-development cadence. Worked closely with manufacturing partners on production scale-up. || abrupt_career_jumps: Graphic Designer -> Business Analyst -> Customer Support -> Accountant -> Graphic Designer -> Graphic Designer || degree_order_reversal: Ph.D 2005-2010; B.Tech 2012-2016 || graduation_after_employment_start: First job starts 2011-08-30, latest graduation year 2016 || salary_min_exceeds_max: min=16.4, max=9.1"
CAND_0044490,9.7,29,11,current_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; abrupt_career_jumps; degree_order_reversal; graduation_after_employment_start; salary_min_exceeds_max; skills_current_role_mismatch; skills_headline_mismatch; skills_career_history_mismatch,"current_title_description_mismatch: Current title `Marketing Manager` maps to sales_marketing, but description lacks matching domain evidence: Business analyst at a consulting firm, working primarily with retail and CPG clients. Conducted business diagnostics, process re-engineering work, and digital transformation strategy projects. Strong on stakeholder management, structured problem-solving, and the typical consulting toolkit (slide-craft, Excel modeling, executive communication). Recent project work involved AI-strategy advisory but my own technical depth in AI is limited. || previous_title_description_mismatch: Previous title `Business Analyst` maps to data, but description lacks matching domain evidence: Senior accounting role at a mid-sized company — month-end close, financial reporting, statutory compliance (GAAP / Ind-AS), and tax filings. Owned the GL, fixed-asset register, and the audit-readiness function. Managed a team of 3 staff accountants. Built strong process discipline around the close cycle, reducing close time from 12 days to 7 over the last two years. || previous_title_description_mismatch: Previous title `Graphic Designer` maps to design, but description lacks matching domain evidence: Business analyst at a consulting firm, working primarily with retail and CPG clients. Conducted business diagnostics, process re-engineering work, and digital transformation strategy projects. Strong on stakeholder management, structured problem-solving, and the typical consulting toolkit (slide-craft, Excel modeling, executive communication). Recent project work involved AI-strategy advisory but my own technical depth in AI is limited. || previous_title_description_mismatch: Previous title `Marketing Manager` maps to sales_marketing, but description lacks matching domain evidence: Business analyst at a consulting firm, working primarily with retail and CPG clients. Conducted business diagnostics, process re-engineering work, and digital transformation strategy projects. Strong on stakeholder management, structured problem-solving, and the typical consulting toolkit (slide-craft, Excel modeling, executive communication). Recent project work involved AI-strategy advisory but my own technical depth in AI is limited. || abrupt_career_jumps: Marketing Manager -> Sales Executive -> Graphic Designer -> Business Analyst -> Customer Support -> Marketing Manager || degree_order_reversal: Ph.D 2003-2008; M.S. 2016-2021 || graduation_after_employment_start: First job starts 2012-06-02, latest graduation year 2021 || salary_min_exceeds_max: min=15.1, max=7.2"
CAND_0055254,9.7,29,11,current_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; abrupt_career_jumps; degree_order_reversal; graduation_after_employment_start; signup_after_last_active; skills_current_role_mismatch; skills_headline_mismatch; skills_career_history_mismatch,"current_title_description_mismatch: Current title `HR Manager` maps to hr, but description lacks matching domain evidence: Senior accounting role at a mid-sized company — month-end close, financial reporting, statutory compliance (GAAP / Ind-AS), and tax filings. Owned the GL, fixed-asset register, and the audit-readiness function. Managed a team of 3 staff accountants. Built strong process discipline around the close cycle, reducing close time from 12 days to 7 over the last two years. || previous_title_description_mismatch: Previous title `HR Manager` maps to hr, but description lacks matching domain evidence: Brand design and creative direction at a consumer-products company. Owned brand identity (logo, visual system, typography), packaging design, and digital creative across web and social. Led the recent rebrand and managed a small external agency for production work. Comfortable across the Adobe suite, Figma, and the production side of brand and packaging design. || previous_title_description_mismatch: Previous title `Graphic Designer` maps to design, but description lacks matching domain evidence: Content writing and SEO strategy for a tech-focused publication. Wrote longform articles on developer tools, cloud platforms, and AI/ML topics — including some that ranked on the first page of search for high-competition keywords. Managed a freelance writer pool and the editorial calendar. Recent work has been on AI-assisted content production, using LLM tools for research, drafting, and editing while maintaining editorial quality. || previous_title_description_mismatch: Previous title `Mechanical Engineer` maps to software, but description lacks matching domain evidence: Operations management role at a logistics company. Owned daily fulfillment operations across 3 warehouses, managing a team of 80 across receiving, picking, packing, and outbound. Built and tracked the operational KPIs (on-time fulfillment, accuracy, cost per order) and led the continuous improvement initiatives that drove a 22% productivity gain over 18 months. || abrupt_career_jumps: Sales Executive -> Marketing Manager -> Mechanical Engineer -> Graphic Designer -> HR Manager -> HR Manager || degree_order_reversal: Ph.D 2007-2011; M.E. 2014-2017 || graduation_after_employment_start: First job starts 2012-02-05, latest graduation year 2017 || signup_after_last_active: signup_date=2026-02-17, last_active_date=2025-12-26"
CAND_0058645,9.7,29,11,current_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; abrupt_career_jumps; degree_order_reversal; graduation_after_employment_start; salary_min_exceeds_max; skills_current_role_mismatch; skills_headline_mismatch; skills_career_history_mismatch,"current_title_description_mismatch: Current title `Customer Support` maps to support_ops, but description lacks matching domain evidence: Brand design and creative direction at a consumer-products company. Owned brand identity (logo, visual system, typography), packaging design, and digital creative across web and social. Led the recent rebrand and managed a small external agency for production work. Comfortable across the Adobe suite, Figma, and the production side of brand and packaging design. || previous_title_description_mismatch: Previous title `Mechanical Engineer` maps to software, but description lacks matching domain evidence: Marketing leadership role at a B2B SaaS company. Owned the demand-generation function — content marketing, paid acquisition, SEO, email nurture. Built and managed a team of 5 across content, performance marketing, and marketing operations. Worked closely with sales on lead-quality definitions and the SDR-handoff process. Recent focus has been on account-based marketing for our enterprise segment. || previous_title_description_mismatch: Previous title `Accountant` maps to finance, but description lacks matching domain evidence: Marketing leadership role at a B2B SaaS company. Owned the demand-generation function — content marketing, paid acquisition, SEO, email nurture. Built and managed a team of 5 across content, performance marketing, and marketing operations. Worked closely with sales on lead-quality definitions and the SDR-handoff process. Recent focus has been on account-based marketing for our enterprise segment. || previous_title_description_mismatch: Previous title `Content Writer` maps to sales_marketing, but description lacks matching domain evidence: Customer support team lead at a SaaS product. Managed a team of 8 support agents handling tier-1 and tier-2 tickets; owned the escalation process to engineering and the customer-feedback loop to product. Built out the support knowledge base and the agent training program. Strong on the people-management side and the process side; lighter on technical depth beyond product expertise. || abrupt_career_jumps: Content Writer -> Accountant -> Marketing Manager -> Mechanical Engineer -> Marketing Manager -> Customer Support || degree_order_reversal: Ph.D 2010-2015; M.E. 2011-2015 || graduation_after_employment_start: First job starts 2011-11-07, latest graduation year 2015 || salary_min_exceeds_max: min=13.8, max=12.7"
CAND_0064391,9.7,29,11,current_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; abrupt_career_jumps; degree_order_reversal; graduation_after_employment_start; signup_after_last_active; skills_current_role_mismatch; skills_headline_mismatch; skills_career_history_mismatch,"current_title_description_mismatch: Current title `HR Manager` maps to hr, but description lacks matching domain evidence: Content writing and SEO strategy for a tech-focused publication. Wrote longform articles on developer tools, cloud platforms, and AI/ML topics — including some that ranked on the first page of search for high-competition keywords. Managed a freelance writer pool and the editorial calendar. Recent work has been on AI-assisted content production, using LLM tools for research, drafting, and editing while maintaining editorial quality. || previous_title_description_mismatch: Previous title `Accountant` maps to finance, but description lacks matching domain evidence: Brand design and creative direction at a consumer-products company. Owned brand identity (logo, visual system, typography), packaging design, and digital creative across web and social. Led the recent rebrand and managed a small external agency for production work. Comfortable across the Adobe suite, Figma, and the production side of brand and packaging design. || previous_title_description_mismatch: Previous title `Business Analyst` maps to data, but description lacks matching domain evidence: Mechanical engineering design role at a hardware-product company. Led the design of two product subsystems through full lifecycle: concept, DFM/DFMA review, prototype, production tooling. Comfortable with CAD (SolidWorks, Creo), FEA (ANSYS), and the typical hardware-development cadence. Worked closely with manufacturing partners on production scale-up. || previous_title_description_mismatch: Previous title `Content Writer` maps to sales_marketing, but description lacks matching domain evidence: Senior accounting role at a mid-sized company — month-end close, financial reporting, statutory compliance (GAAP / Ind-AS), and tax filings. Owned the GL, fixed-asset register, and the audit-readiness function. Managed a team of 3 staff accountants. Built strong process discipline around the close cycle, reducing close time from 12 days to 7 over the last two years. || abrupt_career_jumps: Civil Engineer -> Content Writer -> Business Analyst -> Content Writer -> Accountant -> HR Manager || degree_order_reversal: Ph.D 2000-2005; B.E. 2018-2022 || graduation_after_employment_start: First job starts 2011-08-23, latest graduation year 2022 || signup_after_last_active: signup_date=2025-12-09, last_active_date=2025-11-07"
CAND_0069809,9.7,29,11,current_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; abrupt_career_jumps; degree_order_reversal; graduation_after_employment_start; signup_after_last_active; skills_current_role_mismatch; skills_headline_mismatch; skills_career_history_mismatch,"current_title_description_mismatch: Current title `Customer Support` maps to support_ops, but description lacks matching domain evidence: Brand design and creative direction at a consumer-products company. Owned brand identity (logo, visual system, typography), packaging design, and digital creative across web and social. Led the recent rebrand and managed a small external agency for production work. Comfortable across the Adobe suite, Figma, and the production side of brand and packaging design. || previous_title_description_mismatch: Previous title `Mechanical Engineer` maps to software, but description lacks matching domain evidence: Marketing leadership role at a B2B SaaS company. Owned the demand-generation function — content marketing, paid acquisition, SEO, email nurture. Built and managed a team of 5 across content, performance marketing, and marketing operations. Worked closely with sales on lead-quality definitions and the SDR-handoff process. Recent focus has been on account-based marketing for our enterprise segment. || previous_title_description_mismatch: Previous title `Accountant` maps to finance, but description lacks matching domain evidence: Customer support team lead at a SaaS product. Managed a team of 8 support agents handling tier-1 and tier-2 tickets; owned the escalation process to engineering and the customer-feedback loop to product. Built out the support knowledge base and the agent training program. Strong on the people-management side and the process side; lighter on technical depth beyond product expertise. || previous_title_description_mismatch: Previous title `Operations Manager` maps to support_ops, but description lacks matching domain evidence: Mechanical engineering design role at a hardware-product company. Led the design of two product subsystems through full lifecycle: concept, DFM/DFMA review, prototype, production tooling. Comfortable with CAD (SolidWorks, Creo), FEA (ANSYS), and the typical hardware-development cadence. Worked closely with manufacturing partners on production scale-up. || abrupt_career_jumps: Operations Manager -> Accountant -> Mechanical Engineer -> Sales Executive -> Mechanical Engineer -> Customer Support || degree_order_reversal: Ph.D 2005-2010; M.S. 2013-2016 || graduation_after_employment_start: First job starts 2011-09-13, latest graduation year 2016 || signup_after_last_active: signup_date=2026-04-08, last_active_date=2026-04-04"
CAND_0070304,9.7,29,11,current_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; abrupt_career_jumps; degree_order_reversal; graduation_after_employment_start; salary_min_exceeds_max; skills_current_role_mismatch; skills_headline_mismatch; skills_career_history_mismatch,"current_title_description_mismatch: Current title `Accountant` maps to finance, but description lacks matching domain evidence: Content writing and SEO strategy for a tech-focused publication. Wrote longform articles on developer tools, cloud platforms, and AI/ML topics — including some that ranked on the first page of search for high-competition keywords. Managed a freelance writer pool and the editorial calendar. Recent work has been on AI-assisted content production, using LLM tools for research, drafting, and editing while maintaining editorial quality. || previous_title_description_mismatch: Previous title `Customer Support` maps to support_ops, but description lacks matching domain evidence: Mechanical engineering design role at a hardware-product company. Led the design of two product subsystems through full lifecycle: concept, DFM/DFMA review, prototype, production tooling. Comfortable with CAD (SolidWorks, Creo), FEA (ANSYS), and the typical hardware-development cadence. Worked closely with manufacturing partners on production scale-up. || previous_title_description_mismatch: Previous title `Sales Executive` maps to sales_marketing, but description lacks matching domain evidence: Operations management role at a logistics company. Owned daily fulfillment operations across 3 warehouses, managing a team of 80 across receiving, picking, packing, and outbound. Built and tracked the operational KPIs (on-time fulfillment, accuracy, cost per order) and led the continuous improvement initiatives that drove a 22% productivity gain over 18 months. || previous_title_description_mismatch: Previous title `Civil Engineer` maps to software, but description lacks matching domain evidence: Senior accounting role at a mid-sized company — month-end close, financial reporting, statutory compliance (GAAP / Ind-AS), and tax filings. Owned the GL, fixed-asset register, and the audit-readiness function. Managed a team of 3 staff accountants. Built strong process discipline around the close cycle, reducing close time from 12 days to 7 over the last two years. || abrupt_career_jumps: Civil Engineer -> Sales Executive -> Customer Support -> Accountant || degree_order_reversal: M.E. 2007-2012; B.Tech 2013-2017 || graduation_after_employment_start: First job starts 2013-08-03, latest graduation year 2017 || salary_min_exceeds_max: min=12.7, max=7.6"
CAND_0099548,9.7,29,11,current_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; abrupt_career_jumps; degree_order_reversal; graduation_after_employment_start; salary_min_exceeds_max; skills_current_role_mismatch; skills_headline_mismatch; skills_career_history_mismatch,"current_title_description_mismatch: Current title `HR Manager` maps to hr, but description lacks matching domain evidence: Marketing leadership role at a B2B SaaS company. Owned the demand-generation function — content marketing, paid acquisition, SEO, email nurture. Built and managed a team of 5 across content, performance marketing, and marketing operations. Worked closely with sales on lead-quality definitions and the SDR-handoff process. Recent focus has been on account-based marketing for our enterprise segment. || previous_title_description_mismatch: Previous title `Operations Manager` maps to support_ops, but description lacks matching domain evidence: Brand design and creative direction at a consumer-products company. Owned brand identity (logo, visual system, typography), packaging design, and digital creative across web and social. Led the recent rebrand and managed a small external agency for production work. Comfortable across the Adobe suite, Figma, and the production side of brand and packaging design. || previous_title_description_mismatch: Previous title `Business Analyst` maps to data, but description lacks matching domain evidence: Marketing leadership role at a B2B SaaS company. Owned the demand-generation function — content marketing, paid acquisition, SEO, email nurture. Built and managed a team of 5 across content, performance marketing, and marketing operations. Worked closely with sales on lead-quality definitions and the SDR-handoff process. Recent focus has been on account-based marketing for our enterprise segment. || previous_title_description_mismatch: Previous title `Business Analyst` maps to data, but description lacks matching domain evidence: Content writing and SEO strategy for a tech-focused publication. Wrote longform articles on developer tools, cloud platforms, and AI/ML topics — including some that ranked on the first page of search for high-competition keywords. Managed a freelance writer pool and the editorial calendar. Recent work has been on AI-assisted content production, using LLM tools for research, drafting, and editing while maintaining editorial quality. || abrupt_career_jumps: Mechanical Engineer -> Mechanical Engineer -> Business Analyst -> Business Analyst -> Operations Manager -> HR Manager || degree_order_reversal: Ph.D 2008-2013; M.Tech 2017-2022 || graduation_after_employment_start: First job starts 2011-11-07, latest graduation year 2022 || salary_min_exceeds_max: min=15.8, max=10.9"
CAND_0008981,9.7,29,10,current_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; abrupt_career_jumps; graduation_after_employment_start; signup_after_last_active; salary_min_exceeds_max; skills_current_role_mismatch; skills_career_history_mismatch,"current_title_description_mismatch: Current title `Accountant` maps to finance, but description lacks matching domain evidence: Brand design and creative direction at a consumer-products company. Owned brand identity (logo, visual system, typography), packaging design, and digital creative across web and social. Led the recent rebrand and managed a small external agency for production work. Comfortable across the Adobe suite, Figma, and the production side of brand and packaging design. || previous_title_description_mismatch: Previous title `Business Analyst` maps to data, but description lacks matching domain evidence: Enterprise sales of cloud software solutions into the mid-market segment. Carried a $1.8M ARR quota and consistently delivered against it across the last three years. Owned the full sales cycle: prospecting, discovery, technical evaluation (with SE support), commercial negotiation, and close. Strong on consultative selling for technical buyers; comfortable engaging with both engineering and finance stakeholders. || previous_title_description_mismatch: Previous title `Business Analyst` maps to data, but description lacks matching domain evidence: Customer support team lead at a SaaS product. Managed a team of 8 support agents handling tier-1 and tier-2 tickets; owned the escalation process to engineering and the customer-feedback loop to product. Built out the support knowledge base and the agent training program. Strong on the people-management side and the process side; lighter on technical depth beyond product expertise. || previous_title_description_mismatch: Previous title `Graphic Designer` maps to design, but description lacks matching domain evidence: Enterprise sales of cloud software solutions into the mid-market segment. Carried a $1.8M ARR quota and consistently delivered against it across the last three years. Owned the full sales cycle: prospecting, discovery, technical evaluation (with SE support), commercial negotiation, and close. Strong on consultative selling for technical buyers; comfortable engaging with both engineering and finance stakeholders. || abrupt_career_jumps: Mechanical Engineer -> Mechanical Engineer -> HR Manager -> Graphic Designer -> Business Analyst -> Business Analyst -> Accountant || graduation_after_employment_start: First job starts 2012-06-27, latest graduation year 2019 || signup_after_last_active: signup_date=2026-03-04, last_active_date=2026-02-27 || salary_min_exceeds_max: min=12.8, max=12.3"
CAND_0055617,9.7,29,10,current_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; abrupt_career_jumps; graduation_after_employment_start; signup_after_last_active; salary_min_exceeds_max; skills_current_role_mismatch; skills_career_history_mismatch,"current_title_description_mismatch: Current title `Business Analyst` maps to data, but description lacks matching domain evidence: Brand design and creative direction at a consumer-products company. Owned brand identity (logo, visual system, typography), packaging design, and digital creative across web and social. Led the recent rebrand and managed a small external agency for production work. Comfortable across the Adobe suite, Figma, and the production side of brand and packaging design. || previous_title_description_mismatch: Previous title `Business Analyst` maps to data, but description lacks matching domain evidence: Senior accounting role at a mid-sized company — month-end close, financial reporting, statutory compliance (GAAP / Ind-AS), and tax filings. Owned the GL, fixed-asset register, and the audit-readiness function. Managed a team of 3 staff accountants. Built strong process discipline around the close cycle, reducing close time from 12 days to 7 over the last two years. || previous_title_description_mismatch: Previous title `Operations Manager` maps to support_ops, but description lacks matching domain evidence: Content writing and SEO strategy for a tech-focused publication. Wrote longform articles on developer tools, cloud platforms, and AI/ML topics — including some that ranked on the first page of search for high-competition keywords. Managed a freelance writer pool and the editorial calendar. Recent work has been on AI-assisted content production, using LLM tools for research, drafting, and editing while maintaining editorial quality. || previous_title_description_mismatch: Previous title `HR Manager` maps to hr, but description lacks matching domain evidence: Brand design and creative direction at a consumer-products company. Owned brand identity (logo, visual system, typography), packaging design, and digital creative across web and social. Led the recent rebrand and managed a small external agency for production work. Comfortable across the Adobe suite, Figma, and the production side of brand and packaging design. || abrupt_career_jumps: Marketing Manager -> HR Manager -> Operations Manager -> Business Analyst -> Business Analyst || graduation_after_employment_start: First job starts 2014-05-30, latest graduation year 2022 || signup_after_last_active: signup_date=2025-11-30, last_active_date=2025-10-15 || salary_min_exceeds_max: min=16.5, max=10.0"
CAND_0018838,9.3,28,11,current_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; previous_title_description_mismatch; moderate_career_incoherence; graduation_after_employment_start; signup_after_last_active; salary_min_exceeds_max; skills_current_role_mismatch; skills_headline_mismatch; skills_career_history_mismatch,"current_title_description_mismatch: Current title `Operations Manager` maps to support_ops, but description lacks matching domain evidence: Mechanical engineering design role at a hardware-product company. Led the design of two product subsystems through full lifecycle: concept, DFM/DFMA review, prototype, production tooling. Comfortable with CAD (SolidWorks, Creo), FEA (ANSYS), and the typical hardware-development cadence. Worked closely with manufacturing partners on production scale-up. || previous_title_description_mismatch: Previous title `Accountant` maps to finance, but description lacks matching domain evidence: Business analyst at a consulting firm, working primarily with retail and CPG clients. Conducted business diagnostics, process re-engineering work, and digital transformation strategy projects. Strong on stakeholder management, structured problem-solving, and the typical consulting toolkit (slide-craft, Excel modeling, executive communication). Recent project work involved AI-strategy advisory but my own technical depth in AI is limited. || previous_title_description_mismatch: Previous title `Civil Engineer` maps to software, but description lacks matching domain evidence: Operations management role at a logistics company. Owned daily fulfillment operations across 3 warehouses, managing a team of 80 across receiving, picking, packing, and outbound. Built and tracked the operational KPIs (on-time fulfillment, accuracy, cost per order) and led the continuous improvement initiatives that drove a 22% productivity gain over 18 months. || previous_title_description_mismatch: Previous title `Accountant` maps to finance, but description lacks matching domain evidence: Customer support team lead at a SaaS product. Managed a team of 8 support agents handling tier-1 and tier-2 tickets; owned the escalation process to engineering and the customer-feedback loop to product. Built out the support knowledge base and the agent training program. Strong on the people-management side and the process side; lighter on technical depth beyond product expertise. || moderate_career_incoherence: Civil Engineer -> Accountant -> Civil Engineer -> Accountant -> Operations Manager || graduation_after_employment_start: First job starts 2012-01-11, latest graduation year 2017 || signup_after_last_active: signup_date=2026-04-07, last_active_date=2026-02-26 || salary_min_exceeds_max: min=16.1, max=10.1"
