candidate_id,current_rank,overall_quality,elite_strong_medium_weak,trust_level,primary_strength,primary_risk,should_move_up,should_move_down,notes
CAND_0033861,29,Strong interview profile,STRONG,HIGH,"Strongest family: vector search. search_ranking `candidate-jd matching` L5 at Mad Street Den / Senior NLP Engineer: Fine-tuned LLaMA-2-7B and Mistral-7B variants using LoRA and QLoRA for domain-specific candidate-JD matching. | search_ranking `ranking layer` L5 at Paytm / Senior AI Engineer: The system combined collaborative filtering (matrix factorization), content-based features (TF-IDF + sentence-transfo...",degree_order_reversal,NO,NO,gold=STRONG; final=0.666; search=0.70; retrieval=0.81; eval=0.50; trust=4.0. search_ranking `candidate-jd matching` L5 at Mad Street Den / Senior NLP Engineer: Fine-tuned LLaMA-2-7B and Mistral-7B variants using LoRA and QLoRA for domain-specific candidate-JD matching.
CAND_0011687,30,Strong interview profile,STRONG,HIGH,Strongest family: search ranking. search_ranking `learning-to-rank` L5 at Niramai / Senior NLP Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing embedding gener... | search_ranking `ranking pipeline` L5 at Niramai / Senior NLP Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing embedding gener...,No major V2 trust risk; still verify synthetic profile realism.,NO,NO,gold=STRONG; final=0.660; search=0.78; retrieval=0.47; eval=0.57; trust=0.0. search_ranking `learning-to-rank` L5 at Niramai / Senior NLP Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing embedding gener...
CAND_0062247,31,Strong interview profile,STRONG,HIGH,"Strongest family: search ranking. search_ranking `learning-to-rank` L5 at Dream11 / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Dream11 / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",skills_current_role_mismatch; skills_headline_mismatch,NO,NO,"gold=STRONG; final=0.654; search=0.75; retrieval=0.73; eval=0.73; trust=3.0. search_ranking `learning-to-rank` L5 at Dream11 / NLP Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0083307,32,Strong interview profile,STRONG,LOW,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Netflix / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Netflix / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",template repetition; current_title_description_mismatch; current_title_evidence_mismatch; skills_current_role_mismatch,NO,YES,"gold=STRONG; final=0.653; search=0.91; retrieval=0.69; eval=0.96; trust=18.0. search_ranking `learning-to-rank` L5 at Netflix / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0093912,33,Acceptable but not interview-first,MEDIUM,LOW,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Razorpay / Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Razorpay / Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",template repetition; moderate_career_incoherence; previous_title_description_mismatch; skills_career_history_mismatch,NO,NO,"gold=MEDIUM; final=0.652; search=0.91; retrieval=0.69; eval=0.94; trust=15.0. search_ranking `learning-to-rank` L5 at Razorpay / Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0027691,34,Strong interview profile,STRONG,HIGH,"Strongest family: search ranking. search_ranking `learning-to-rank` L5 at Meta / AI Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Meta / AI Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",No major V2 trust risk; still verify synthetic profile realism.,NO,NO,"gold=STRONG; final=0.651; search=0.75; retrieval=0.69; eval=0.74; trust=0.0. search_ranking `learning-to-rank` L5 at Meta / AI Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0051630,35,Strong interview profile,STRONG,HIGH,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Razorpay / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Razorpay / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",No major V2 trust risk; still verify synthetic profile realism.,NO,NO,"gold=STRONG; final=0.646; search=0.74; retrieval=0.70; eval=0.74; trust=0.0. search_ranking `learning-to-rank` L5 at Razorpay / Machine Learning Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0007411,36,Strong interview profile,STRONG,HIGH,Strongest family: search ranking. search_ranking `learning-to-rank` L5 at Amazon / Senior Machine Learning Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing embedding gener... | search_ranking `ranking pipeline` L5 at Amazon / Senior Machine Learning Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing embedding gener...,No major V2 trust risk; still verify synthetic profile realism.,NO,NO,gold=STRONG; final=0.642; search=0.79; retrieval=0.48; eval=0.57; trust=0.0. search_ranking `learning-to-rank` L5 at Amazon / Senior Machine Learning Engineer: Owned the end-to-end ranking pipeline at a recommendations-heavy consumer product: candidate sourcing embedding gener...
CAND_0065878,37,Strong interview profile,STRONG,MEDIUM,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Niramai / Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Niramai / Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",template repetition; template_repetition; thin retrieval evidence; recommendation-heavy without enough retrieval,NO,NO,"gold=STRONG; final=0.639; search=0.96; retrieval=0.10; eval=0.99; trust=8.0. search_ranking `learning-to-rank` L5 at Niramai / Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0061265,38,Strong interview profile,STRONG,MEDIUM,"Strongest family: search ranking. search_ranking `learning-to-rank` L5 at Paytm / Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Paytm / Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",current_title_description_mismatch; current_title_evidence_mismatch; skills_career_history_mismatch,NO,NO,"gold=STRONG; final=0.627; search=0.75; retrieval=0.72; eval=0.73; trust=10.0. search_ranking `learning-to-rank` L5 at Paytm / Senior Data Scientist: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
CAND_0051292,39,Strong interview profile,STRONG,HIGH,"Strongest family: evaluation. search_ranking `learning-to-rank` L5 at Freshworks / Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin... | search_ranking `ranking layer` L5 at Freshworks / Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin...",previous_title_description_mismatch,NO,NO,"gold=STRONG; final=0.612; search=0.74; retrieval=0.69; eval=0.81; trust=4.0. search_ranking `learning-to-rank` L5 at Freshworks / Applied ML Engineer: Owned the ranking layer for an e-commerce search product, evolving it from a hand-tuned scoring function to a learnin..."
